"id","contact_id","firstname","lastname","nickname","alias","country","knvbnr","birthday","deathday","height","weight","picture","show_pic","show_persdata","show_teamdata","show_on_frontend","info","notes","phone","mobile","email","website","address","zipcode","location","state","address_country","extended","position_id","published","ordering","checked_out","checked_out_time","modified","modified_by"
1379,,"Sevilay","ALDIRMA","","sevilay-aldirma","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1380,,"Kübra","TUTAR","","kubra-tutar","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1381,,"Saime Yaren","İLHAN","","saime yaren-ilhan","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1382,,"Vecihe","BAŞARAN","","vecihe-basaran","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1383,,"Aysun","KEVE","","aysun-keve","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1384,,"Tülin","ÖZDEMİR","","tulin-ozdemir","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1385,,"Yasemin","BEYDÜZ","","yasemin-beyduz","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1386,,"Reyyan","AKAR","","reyyan-akar","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1387,,"Sibel","BEYDÜZ","","sibel-beyduz","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1388,,"Satı Nur","İNCE","","sati nur-ince","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1389,,"Gamze","ŞENTÜRK","","gamze-senturk","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1390,,"Sümeyye","ŞENTÜRK","","sumeyye-senturk","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1391,,"Betül","KAYA","","betul-kaya","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1392,,"Tuğçe","KAYA","","tugce-kaya","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1393,,"Lara","SAMSUNLU","","lara-samsunlu","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1394,,"Altınay Hatun","BULUT","","altinay hatun-bulut","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1395,0,"Zeynep Sıla","DUMAN","","zeynep-sila-duman","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/persons/zeynep_sila_duman.jpg",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,2019-01-11 08:06:01,854
1396,,"Neşe","TEKİN","","nese-tekin","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1397,,"Sevde","ULUSOY","","sevde-ulusoy","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
1398,,"İrem","ALTAY","","irem-altay","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,65,0,0000-00-00 00:00:00,,
